0.069235,0.068276,-0.098292,-0.031582,-0.084752,0.104271,-0.077295,0.004144,-0.049603,0.033684,-0.079701,-0.092570,-0.045100,-0.084479,-0.094772,0.019372,-0.057770,0.054094,0.019698,0.053054,0.038543,-0.106003,0.107259,-0.108664,0.103297,0.065654,-0.039262,-0.083306,-0.020358,-0.076653,-0.017903,0.066627,-0.090538,-0.022719,0.086513,0.098320,0.000410,0.030851,0.098827,0.086012,0.034346,-0.025131,0.045187,0.073847,0.041789,0.108693,0.066661,0.043566,0.093531,0.049094,-0.011141,-0.055932,0.061272,0.025572,0.052329,0.051378,-0.077465,0.101165,0.020681,0.104067,-0.031994,-0.006384,-0.098921,-0.100046,-0.043894,-0.035759,-0.092923,-0.050241,0.090369,-0.069318,-0.066288,-0.055280,-0.041067,-0.030970,0.100327,0.033691,0.081730,0.000353,-0.105940,-0.081510,-0.047635,0.047731,0.044585,-0.080427,
0.034018,-0.021844,0.010858,0.017691,0.075983,0.098899,-0.015060,0.011196,-0.096364,-0.085453,-0.060855,-0.097094,-0.016477,0.063124,0.067239,-0.054831,0.014598,-0.063858,-0.032505,-0.048822,0.017718,-0.000204,-0.090119,0.072234,-0.076598,-0.106191,-0.025364,-0.099276,0.013621,0.001200,-0.032737,-0.020395,-0.097592,0.069546,0.083261,-0.079162,0.012039,-0.078204,0.101057,-0.107415,-0.033339,-0.020276,0.046090,-0.027798,-0.080511,0.055803,-0.024507,0.084258,0.092637,-0.002974,0.005673,0.001661,-0.017912,0.087086,-0.092678,0.045883,-0.106731,0.038275,-0.069320,0.006034,0.003298,0.018417,0.094583,-0.086177,-0.050882,0.106669,-0.077666,-0.010413,0.073303,0.041862,-0.093817,0.062624,-0.049356,-0.025401,-0.033260,0.100469,0.008056,0.083665,-0.044210,-0.001538,-0.025145,0.015318,-0.027082,0.075886,
-0.002689,-0.048485,0.006233,0.053182,-0.072623,0.041422,-0.031378,-0.034997,-0.043349,0.011995,-0.034354,-0.007811,0.018306,0.046088,-0.085483,-0.100285,0.064422,-0.035651,0.101889,-0.086252,0.106988,-0.004695,-0.016937,0.087122,-0.071493,-0.044104,0.096314,-0.038734,-0.089578,-0.085146,0.033884,0.108744,-0.082420,-0.099137,0.094399,-0.052749,-0.094847,-0.057142,0.049306,0.041418,-0.033933,-0.007742,0.063974,-0.065358,-0.037687,0.036990,0.094719,0.092266,0.107015,0.100306,-0.095479,0.064441,0.027407,-0.043334,-0.057610,0.022152,0.010348,0.087774,0.017912,0.032023,-0.017478,-0.052598,0.059198,0.052136,-0.064902,0.061811,-0.074507,-0.020669,-0.055112,0.009048,-0.057519,-0.028911,0.025027,-0.102594,-0.077003,-0.008443,0.033030,0.092500,-0.045066,0.069113,-0.106394,-0.025872,0.016151,-0.007582,
0.076871,-0.040589,-0.061949,0.059007,-0.051536,-0.070605,0.075969,0.065989,0.032746,0.048889,-0.000245,0.101687,0.066872,0.051651,-0.088941,-0.016549,0.096650,0.063325,0.077346,0.020346,-0.031625,0.020593,0.050685,-0.105229,0.060678,0.082535,-0.103026,-0.003856,-0.017058,-0.099432,0.080505,-0.094495,-0.106085,0.013719,0.016434,-0.095328,-0.009807,-0.043491,0.032151,0.088276,-0.059079,-0.054692,-0.075024,-0.062619,-0.051061,0.076255,0.074352,-0.094677,-0.035876,-0.088240,-0.097940,-0.091761,-0.091496,-0.059395,-0.002349,0.068319,-0.100463,-0.088563,0.040742,0.039549,0.015870,0.098020,0.079940,-0.016064,0.071074,0.014370,-0.021384,-0.006524,0.087230,0.014567,-0.042006,0.064418,-0.062226,-0.023154,0.038732,0.037609,0.040959,0.106332,-0.075317,-0.001913,0.051860,-0.067815,0.000342,-0.083532,
-0.011551,0.026248,-0.092526,-0.065245,-0.097494,-0.053920,0.055857,0.079470,-0.006065,-0.012825,-0.097292,0.088672,-0.087151,-0.009644,-0.101397,0.095622,-0.097050,0.025242,-0.007543,0.033176,0.050274,-0.002745,-0.049703,-0.031607,-0.102185,-0.008601,-0.091365,-0.061022,0.073443,0.108880,0.055568,0.039870,-0.081735,-0.030678,0.048952,-0.095608,-0.093517,-0.041671,-0.067435,-0.049345,-0.098340,-0.034288,0.071553,-0.076668,0.029677,0.075028,0.061983,-0.058585,0.070770,0.090929,0.005062,0.023369,0.029090,0.029530,0.107475,0.052251,-0.099590,-0.022222,-0.088812,0.072206,-0.044111,0.032902,0.084133,0.047862,0.029100,-0.031951,0.080560,0.069894,0.069468,0.033909,-0.043549,-0.000750,-0.042708,-0.103492,0.089165,-0.051659,0.071545,0.055406,-0.072093,0.084835,-0.082366,0.010050,-0.055652,-0.035354,
-0.055167,0.000850,-0.076003,0.080321,-0.006733,-0.061729,-0.022124,0.030533,0.047377,0.004712,0.027441,0.020505,0.087612,0.016246,-0.034685,-0.091041,0.016836,-0.003709,0.061668,-0.006864,0.085371,-0.102250,0.002810,0.065215,0.093046,-0.003256,-0.030825,0.002901,-0.097695,0.026411,0.030819,-0.046708,-0.060856,0.094498,0.076706,-0.052460,-0.020014,-0.009962,-0.027034,-0.043445,0.011931,-0.099415,0.032880,0.108072,0.002793,0.084594,0.007774,-0.094394,-0.000262,0.046867,-0.098725,-0.092747,-0.016649,0.081803,0.091467,0.069429,-0.004020,0.076389,0.012695,0.003021,0.107554,0.044917,-0.069758,-0.101119,-0.061530,-0.025122,0.089390,0.042038,0.018007,-0.034411,-0.049949,0.066261,0.080724,-0.065152,-0.103768,0.056436,-0.094986,0.034035,-0.016283,-0.015206,0.050993,-0.020956,0.011745,-0.064259,
-0.049308,-0.069779,0.017233,-0.038530,-0.096236,-0.081952,-0.063846,-0.003531,0.029259,-0.027651,-0.007624,0.097947,-0.072252,0.062361,-0.047314,-0.011522,0.083477,-0.055763,-0.063980,-0.065010,-0.088978,-0.054921,-0.064965,0.101702,-0.101725,0.101829,-0.006476,0.052088,-0.040627,-0.051570,-0.012550,0.103006,0.069512,0.015336,-0.037318,-0.070845,-0.086221,-0.004440,0.067308,-0.056839,0.078805,-0.070276,0.000431,0.095408,-0.096672,0.101047,0.102986,-0.004300,0.079386,0.017188,-0.063144,0.039748,0.101262,0.015759,-0.010793,-0.094403,-0.016544,-0.103960,0.008861,-0.009646,-0.042478,0.073222,-0.069089,-0.098459,0.000136,0.069360,-0.105195,0.011449,0.105516,0.061984,-0.049732,-0.012963,0.032006,0.068243,-0.083452,-0.091322,-0.031507,-0.094830,-0.084899,-0.008569,-0.088621,-0.089665,-0.033294,0.032207,
-0.076970,-0.075420,0.061463,0.058449,-0.049204,-0.013265,-0.071304,-0.052071,-0.042394,-0.102354,-0.102709,0.025379,-0.019508,0.088496,-0.074293,0.005327,-0.042701,-0.026412,-0.071927,-0.066846,0.047607,0.031805,0.087255,0.095634,-0.056753,-0.031844,0.101762,-0.105449,-0.025386,-0.017906,0.019151,-0.027003,-0.027858,0.094892,-0.071572,0.022564,0.007728,-0.105179,0.079727,-0.099870,-0.032286,-0.018096,0.097140,0.073401,-0.077583,0.105211,-0.095047,-0.086566,0.102624,0.036256,-0.103398,0.000665,-0.108995,0.062059,0.042782,-0.035758,0.022538,-0.026589,-0.067655,0.108496,-0.002742,0.030984,-0.027027,0.047024,-0.010296,-0.103607,0.021381,0.068459,-0.074017,0.069000,-0.068488,0.063743,-0.038857,0.093700,0.033349,-0.061989,0.063087,0.059153,-0.051925,0.017225,0.077655,-0.092661,-0.051972,-0.062088,
-0.000360,-0.017092,-0.021225,0.061850,0.080791,0.028546,0.012172,-0.056111,0.036229,0.019191,0.071696,0.010922,-0.014323,-0.016488,0.083227,-0.085253,-0.102554,0.054277,-0.105564,0.021655,-0.081987,-0.045002,-0.063619,-0.049951,-0.011537,0.069077,-0.013446,-0.087003,0.041344,-0.008424,0.011240,0.094856,-0.033417,0.084195,-0.013393,0.024850,-0.011450,-0.093174,0.033842,0.047965,-0.041683,0.103875,0.031086,0.018784,-0.072374,-0.053587,0.015273,0.016174,-0.095963,0.108202,0.030725,-0.056720,0.051493,0.032843,-0.030753,0.085474,-0.051886,0.063217,-0.016148,-0.037733,-0.084288,-0.034919,-0.079452,-0.105593,-0.040870,0.104970,0.027463,0.107881,-0.022306,-0.061724,-0.060075,0.057651,-0.000043,0.079579,0.058011,-0.080072,0.024764,-0.038349,-0.035656,0.081896,0.101955,0.037751,-0.100360,0.006281,
0.066646,0.024883,0.059546,0.087173,0.096838,-0.060022,0.031651,0.106653,-0.055008,-0.085986,0.036178,-0.108116,0.036228,-0.006420,-0.098760,0.095980,0.084430,0.093192,-0.064740,0.077869,-0.038309,-0.053987,-0.036308,-0.054230,0.005671,-0.009197,0.058681,-0.085405,-0.062471,0.021423,0.087788,0.082769,-0.084355,-0.105771,0.008636,0.079779,-0.081992,-0.083163,-0.021636,-0.003034,-0.108757,0.054670,-0.084651,0.027209,-0.077889,-0.034563,0.105002,-0.007479,0.008074,-0.075841,0.083794,0.013499,-0.074857,-0.101760,0.062559,0.091736,-0.085758,0.017145,-0.077348,-0.081688,-0.035763,-0.000221,-0.014398,-0.102742,-0.000419,0.033103,0.044835,-0.082671,-0.026313,0.012324,-0.067697,0.091586,0.032038,-0.020700,0.042056,0.092216,0.108401,-0.099183,-0.035451,0.095517,0.056401,-0.103357,-0.093405,-0.033233,
